,Unnamed: 0,Unnamed: 0.1,361机务完成,365加油完成 缺失较多,368开客舱,369上轮档,370登机结束,378 配餐开始 8个,379清洁开始,380撤梯桥,637关客舱,641 靠梯桥,644 清洁完成,645开货仓,655 配餐完成,660 机务完成,662登机开始,668关货仓 ,669 撤轮档,date,flight,缺失个数,begin,count
26464,26464,26464,-1,-1,0,677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ3064,21,0,1
26465,26465,26465,-1,-1,-1,313,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ8739,22,0,1
26466,26466,26466,-1,-1,94,271,-1,-1,-1,-1,-1,96,-1,89,-1,-1,-1,-1,-1,2017/8/16,HU7807,18,0,1
26468,26468,26468,-1,-1,0,514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/16,CZ366,22,0,1
26473,26473,26473,-1,-1,3,376,-1,-1,-1,-1,-1,3,-1,2,-1,-1,-1,-1,-1,2017/8/9,AQ1036,20,0,1
26474,26474,26474,-1,-1,-1,646,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3418,23,0,1
26475,26475,26475,-1,-1,-1,587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3932,22,0,1
26479,26479,26479,143,98,-1,754,-1,-1,-1,-1,-1,-1,129,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6749,19,0,1
26482,26482,26482,-1,-1,0,383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8316,22,0,1
26483,26483,26483,-1,-1,0,105,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,2017/8/9,HU7142,17,0,1
26485,26485,26485,-1,-1,-1,492,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3330,22,0,1
26488,26488,26488,-1,-1,-1,692,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3104,22,0,1
26492,26492,26492,-1,-1,-1,524,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3924,23,0,1
26495,26495,26495,-1,-1,-1,127,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3250,22,0,1
26496,26496,26496,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8262,22,0,1
26507,26507,26507,-1,-1,-1,742,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3490,22,0,1
26508,26508,26508,-1,-1,0,367,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6090,21,0,1
26526,26526,26526,-1,-1,-1,665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3586,22,0,1
26527,26527,26527,179,137,-1,694,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6791,19,0,1
26529,26529,26529,-1,-1,0,467,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ374,22,0,1
26532,26532,26532,-1,-1,-1,372,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ326,22,0,1
26535,26535,26535,-1,-1,-1,515,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3612,22,0,1
26540,26540,26540,-1,-1,-1,487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8520,23,0,1
26548,26548,26548,-1,-1,-1,576,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ646,23,0,1
26549,26549,26549,-1,-1,0,547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6064,21,0,1
26562,26562,26562,-1,-1,-1,354,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ322,23,0,1
26564,26564,26564,-1,-1,0,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3056,22,0,1
26567,26567,26567,117,112,-1,543,-1,-1,141,-1,-1,-1,125,-1,130,107,-1,-1,-1,2017/8/9,CZ6590,14,0,1
26569,26569,26569,172,153,-1,531,-1,-1,-1,-1,-1,1,163,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6733,19,0,1
26570,26570,26570,-1,-1,-1,544,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6275,23,0,1
26571,26571,26571,-1,-1,-1,774,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,MU2551,18,0,1
26572,26572,26572,-1,-1,-1,587,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3324,21,0,1
26574,26574,26574,-1,-1,-1,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3478,23,0,1
26575,26575,26575,-1,-1,-1,402,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3430,23,0,1
26578,26578,26578,-1,-1,-1,305,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,HU7870,17,0,1
26584,26584,26584,-1,-1,-1,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3134,23,0,1
26585,26585,26585,-1,-1,-1,593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3502,23,0,1
26588,26588,26588,-1,-1,4,494,-1,-1,-1,-1,-1,4,-1,0,-1,-1,-1,-1,-1,2017/8/9,HU8990,19,0,1
26592,26592,26592,-1,-1,0,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8524,22,0,1
26593,26593,26593,-1,-1,-1,511,-1,-1,-1,-1,-1,0,-1,-1,-1,176,-1,-1,-1,2017/8/9,CZ6199,21,0,1
26597,26597,26597,-1,-1,-1,392,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ308,23,0,1
26600,26600,26600,-1,143,-1,541,-1,-1,-1,-1,-1,1,47,-1,-1,47,-1,-1,-1,2017/8/9,CZ6773,19,0,1
26606,26606,26606,-1,-1,-1,402,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6771,23,0,1
26608,26608,26608,-1,-1,3,559,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,2017/8/9,MU5771,17,0,1
26610,26610,26610,-1,-1,-1,368,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ306,23,0,1
26613,26613,26613,-1,-1,-1,379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3326,22,0,1
26614,26614,26614,-1,-1,-1,205,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3958,22,0,1
26615,26615,26615,-1,-1,-1,728,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3318,21,0,1
26620,26620,26620,-1,-1,0,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8490,22,0,1
26622,26622,26622,-1,-1,-1,68,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3378,23,0,1
26623,26623,26623,-1,-1,-1,115,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3636,23,0,1
26624,26624,26624,-1,-1,-1,567,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3228,23,0,1
26628,26628,26628,-1,-1,-1,375,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6729,23,0,1
26629,26629,26629,-1,-1,-1,734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3340,22,0,1
26630,26630,26630,-1,-1,-1,543,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3450,23,0,1
26631,26631,26631,-1,-1,-1,460,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ320,22,0,1
26632,26632,26632,-1,-1,-1,302,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ336,23,0,1
26634,26634,26634,-1,-1,-1,518,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6783,23,0,1
26636,26636,26636,-1,-1,-1,65,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3400,23,0,1
26637,26637,26637,-1,-1,1,558,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,3U8741,17,0,1
26638,26638,26638,-1,-1,-1,220,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3850,23,0,1
26640,26640,26640,-1,-1,-1,204,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3198,23,0,1
26642,26642,26642,-1,-1,0,658,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3706,22,0,1
26644,26644,26644,-1,-1,-1,452,-1,-1,-1,-1,-1,1,-1,4,-1,-1,-1,-1,-1,2017/8/9,HU7001,18,0,1
26645,26645,26645,-1,-1,0,307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3068,22,0,1
26649,26649,26649,181,137,-1,659,-1,-1,-1,-1,-1,-1,135,-1,-1,142,-1,-1,-1,2017/8/9,CZ6735,18,0,1
26654,26654,26654,-1,-1,0,227,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/9,MU5743,17,0,1
26662,26662,26662,-1,-1,0,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ6060,22,0,1
26663,26663,26663,-1,-1,-1,236,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3900,23,0,1
26664,26664,26664,159,134,-1,559,-1,-1,-1,-1,-1,-1,65,-1,-1,65,-1,-1,-1,2017/8/9,CZ6775,19,0,1
26667,26667,26667,-1,-1,-1,747,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3806,23,0,1
26668,26668,26668,-1,-1,-1,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3510,23,0,1
26670,26670,26670,-1,-1,-1,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3206,22,0,1
26672,26672,26672,-1,-1,-1,139,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,PG881,18,0,1
26677,26677,26677,-1,-1,-1,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3764,23,0,1
26683,26683,26683,-1,-1,-1,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3530,23,0,1
26687,26687,26687,-1,-1,0,315,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ354,22,0,1
26690,26690,26690,-1,-1,-1,94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3364,22,0,1
26692,26692,26692,-1,-1,-1,652,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8522,23,0,1
26694,26694,26694,-1,-1,-1,416,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ386,23,0,1
26695,26695,26695,-1,-1,-1,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3870,22,0,1
26698,26698,26698,-1,-1,0,601,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,2017/8/9,HU7070,17,0,1
26702,26702,26702,-1,-1,1,159,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,BL612,18,0,1
26706,26706,26706,-1,-1,-1,463,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3691,21,0,1
26714,26714,26714,-1,-1,-1,698,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3922,23,0,1
26716,26716,26716,-1,-1,-1,316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ328,23,0,1
26719,26719,26719,-1,-1,-1,653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3724,23,0,1
26720,26720,26720,-1,-1,0,570,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,2017/8/9,MU7197,17,0,1
26721,26721,26721,-1,-1,0,676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ372,22,0,1
26722,26722,26722,-1,-1,-1,609,-1,-1,-1,-1,-1,-1,164,-1,-1,160,-1,-1,-1,2017/8/9,CZ332,20,0,1
26726,26726,26726,114,85,-1,272,-1,-1,-1,-1,-1,0,101,-1,-1,95,-1,-1,-1,2017/8/9,CZ3893,18,0,1
26727,26727,26727,159,136,-1,641,-1,-1,-1,-1,-1,-1,153,-1,-1,146,-1,-1,-1,2017/8/9,CZ6741,18,0,1
26730,26730,26730,-1,-1,-1,650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3312,23,0,1
26731,26731,26731,156,136,-1,679,-1,-1,-1,-1,-1,-1,91,-1,-1,166,-1,-1,-1,2017/8/9,CZ6747,18,0,1
26737,26737,26737,-1,-1,-1,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3132,21,0,1
26743,26743,26743,-1,-1,-1,662,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ656,23,0,1
26746,26746,26746,-1,-1,-1,158,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3520,22,0,1
26749,26749,26749,-1,-1,-1,183,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8514,23,0,1
26750,26750,26750,-1,-1,0,546,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/9,MU2542,17,0,1
26751,26751,26751,-1,-1,-1,292,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ382,23,0,1
26753,26753,26753,-1,-1,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3548,23,0,1
26758,26758,26758,-1,-1,0,170,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/9,CZ3054,21,0,1
26763,26763,26763,-1,-1,-1,357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3942,23,0,1
26764,26764,26764,-1,-1,-1,404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ392,23,0,1
26766,26766,26766,-1,-1,-1,741,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3946,23,0,1
26772,26772,26772,-1,-1,-1,299,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3382,23,0,1
26780,26780,26780,-1,-1,2,84,-1,-1,-1,-1,-1,4,-1,0,-1,-1,-1,-1,-1,2017/8/9,CA4307,17,0,1
26784,26784,26784,-1,-1,-1,599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3816,23,0,1
26790,26790,26790,-1,-1,-1,422,-1,-1,-1,-1,-1,0,104,-1,-1,99,-1,-1,-1,2017/8/9,CZ3130,21,0,1
26792,26792,26792,-1,-1,0,655,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ3064,22,0,1
26793,26793,26793,-1,-1,-1,354,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ8739,22,0,1
26794,26794,26794,-1,-1,0,404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/9,CZ366,21,0,1
26796,26796,26796,-1,-1,-1,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3482,22,0,1
26797,26797,26797,-1,-1,-1,659,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3698,22,0,1
26798,26798,26798,-1,-1,-1,706,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3932,23,0,1
26801,26801,26801,-1,-1,0,567,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/28,9C8835,17,0,1
26814,26814,26814,-1,-1,-1,483,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/28,JD5132,19,0,1
26821,26821,26821,-1,-1,-1,200,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3250,22,0,1
26822,26822,26822,-1,-1,-1,534,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3700,22,0,1
26828,26828,26828,-1,-1,13,590,-1,-1,-1,-1,-1,13,-1,8,-1,-1,-1,-1,-1,2017/8/28,HU7236,19,0,1
26831,26831,26831,-1,-1,-1,367,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3518,22,0,1
26834,26834,26834,-1,-1,0,387,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ6090,22,0,1
26835,26835,26835,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3812,22,0,1
26848,26848,26848,-1,-1,2,454,-1,-1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,-1,2017/8/28,AY67,18,0,1
26849,26849,26849,-1,-1,0,405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ6068,22,0,1
26853,26853,26853,126,126,-1,760,-1,-1,-1,-1,-1,0,146,-1,-1,146,-1,-1,-1,2017/8/28,CZ6787,18,0,1
26854,26854,26854,-1,-1,-1,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3416,23,0,1
26856,26856,26856,-1,-1,-1,679,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3586,22,0,1
26859,26859,26859,-1,-1,0,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ374,22,0,1
26862,26862,26862,-1,-1,-1,419,-1,-1,-1,-1,-1,1,124,-1,-1,118,-1,-1,-1,2017/8/28,CZ3379,19,0,1
26867,26867,26867,-1,-1,-1,689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3048,23,0,1
26868,26868,26868,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3770,22,0,1
26870,26870,26870,-1,-1,-1,633,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3638,22,0,1
26871,26871,26871,-1,-1,2,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,FM9327,21,0,1
26873,26873,26873,-1,-1,-1,666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3874,23,0,1
26875,26875,26875,-1,-1,-1,764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3814,24,0,1
26883,26883,26883,-1,-1,-1,478,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3512,23,0,1
26892,26892,26892,-1,-1,-1,366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ322,23,0,1
26898,26898,26898,125,120,-1,612,-1,-1,134,-1,-1,7,124,-1,130,115,-1,-1,-1,2017/8/28,CZ6590,16,0,1
26899,26899,26899,108,-1,-1,498,-1,-1,-1,-1,-1,-1,93,-1,-1,137,-1,-1,-1,2017/8/28,CZ6733,19,0,1
26901,26901,26901,-1,-1,-1,585,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3324,21,0,1
26902,26902,26902,-1,-1,-1,161,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3364,22,0,1
26903,26903,26903,-1,-1,-1,358,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3430,23,0,1
26904,26904,26904,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3478,21,0,1
26905,26905,26905,-1,-1,-1,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3528,23,0,1
26909,26909,26909,-1,-1,-1,629,-1,-1,-1,-1,-1,-1,135,-1,-1,153,-1,-1,-1,2017/8/28,CZ3387,20,0,1
26913,26913,26913,-1,-1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3742,22,0,1
26917,26917,26917,-1,-1,-1,737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3780,23,0,1
26918,26918,26918,-1,-1,75,275,-1,-1,-1,-1,-1,75,-1,74,-1,-1,-1,-1,-1,2017/8/28,MU5741,17,0,1
26922,26922,26922,-1,-1,0,726,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ352,22,0,1
26926,26926,26926,-1,-1,-1,75,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,HU7122,17,0,1
26927,26927,26927,-1,-1,0,740,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,2017/8/28,MU2301,17,0,1
26933,26933,26933,-1,-1,1,135,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,2017/8/28,MU5305,18,0,1
26934,26934,26934,-1,-1,-1,371,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ348,23,0,1
26935,26935,26935,125,133,-1,769,-1,-1,-1,-1,-1,-1,124,-1,-1,127,-1,-1,-1,2017/8/28,CZ6737,17,0,1
26936,26936,26936,-1,-1,-1,518,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3880,21,0,1
26938,26938,26938,-1,-1,-1,234,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3804,23,0,1
26939,26939,26939,-1,-1,-1,650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3312,23,0,1
26941,26941,26941,188,188,-1,537,-1,-1,-1,-1,-1,0,191,-1,-1,191,-1,-1,-1,2017/8/28,CZ3464,18,0,1
26944,26944,26944,-1,-1,-1,577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ8558,24,0,1
26945,26945,26945,-1,-1,-1,416,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ306,23,0,1
26946,26946,26946,-1,-1,-1,649,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3230,22,0,1
26947,26947,26947,-1,-1,124,225,-1,-1,-1,-1,-1,126,-1,120,-1,-1,-1,-1,-1,2017/8/28,MU5733,18,0,1
26950,26950,26950,-1,-1,-1,414,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3326,21,0,1
26951,26951,26951,-1,-1,-1,778,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3958,23,0,1
26953,26953,26953,-1,-1,-1,723,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3872,22,0,1
26958,26958,26958,-1,-1,-1,389,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3822,22,0,1
26959,26959,26959,-1,-1,-1,615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3696,24,0,1
26961,26961,26961,-1,-1,0,485,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ8490,21,0,1
26965,26965,26965,-1,-1,-1,734,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3378,23,0,1
26966,26966,26966,-1,-1,-1,135,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3636,21,0,1
26968,26968,26968,-1,-1,-1,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3302,22,0,1
26969,26969,26969,-1,-1,-1,686,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3228,23,0,1
26971,26971,26971,-1,-1,0,701,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3720,22,0,1
26972,26972,26972,-1,-1,-1,150,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3428,22,0,1
26975,26975,26975,-1,-1,-1,678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3450,23,0,1
26979,26979,26979,-1,-1,-1,596,-1,-1,-1,-1,-1,-1,119,-1,-1,-1,-1,-1,-1,2017/8/28,CZ6178,21,0,1
26981,26981,26981,130,130,-1,491,-1,-1,-1,-1,-1,-1,139,-1,-1,139,-1,-1,-1,2017/8/28,CZ6783,18,0,1
26984,26984,26984,-1,-1,-1,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3400,23,0,1
26987,26987,26987,-1,-1,-1,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3850,23,0,1
26988,26988,26988,-1,-1,-1,659,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2017/8/28,CZ3258,23,0,1
